5609	0.70	0.36	1.08	0.10	0.05
5625	0.73	0.31	1.10	0.12	0.06
5641	0.86	0.32	1.21	0.12	0.05
5656	0.79	0.31	1.19	0.13	0.05
5672	0.73	0.30	1.09	0.14	0.06
5688	0.60	0.30	1.05	0.14	0.06
5703	0.76	0.28	1.01	0.12	0.06
5719	0.90	0.23	1.00	0.10	0.06
5734	0.76	0.22	0.98	0.11	0.08
5750	0.70	0.20	0.69	0.11	0.08
5766	0.84	0.19	0.45	0.11	0.07
5781	0.98	0.19	0.82	0.11	0.06
5797	0.94	0.19	1.15	0.11	0.06
5813	0.84	0.20	0.93	0.12	0.06
5828	0.88	0.20	0.84	0.11	0.06
5844	0.94	0.19	0.93	0.11	0.06
5859	0.90	0.15	0.86	0.12	0.07
5875	0.81	0.13	0.96	0.11	0.06
5891	0.74	0.14	1.02	0.12	0.05
5906	0.66	0.16	0.85	0.12	0.06
5922	0.71	0.15	0.90	0.11	0.06
5938	0.85	0.15	1.01	0.10	0.06
5953	0.76	0.18	0.88	0.11	0.05
5969	0.61	0.21	0.83	0.12	0.05
5984	0.57	0.19	0.97	0.10	0.06
6000	0.57	0.19	1.20	0.09	0.06
6016	0.66	0.22	1.46	0.09	0.07
6031	0.68	0.21	1.21	0.12	0.08
6047	0.61	0.22	1.01	0.11	0.08
6063	0.62	0.20	1.35	0.09	0.07
6078	0.62	0.17	1.57	0.09	0.06
6094	0.66	0.17	1.62	0.08	0.07
6109	0.84	0.24	1.26	0.11	0.07
6125	1.04	0.24	0.72	0.14	0.07
6141	0.96	0.21	1.09	0.13	0.07
6156	0.83	0.20	1.04	0.12	0.06
6172	0.77	0.17	1.00	0.12	0.06
6188	0.73	0.16	0.91	0.14	0.06
6203	0.75	0.17	0.99	0.14	0.06
6219	0.67	0.20	0.99	0.11	0.06
6234	0.66	0.24	1.00	0.10	0.08
6250	0.84	0.26	1.14	0.09	0.08
6266	0.98	0.26	1.06	0.12	0.07
6281	0.69	0.26	0.98	0.15	0.06
6297	0.70	0.26	1.11	0.14	0.06
6313	0.81	0.25	0.97	0.12	0.06
6328	0.77	0.22	0.86	0.12	0.07
6344	0.88	0.20	0.95	0.13	0.07
6359	0.68	0.22	0.69	0.12	0.06
6375	0.48	0.25	0.68	0.12	0.06
6391	0.86	0.25	0.75	0.15	0.06
6406	0.81	0.22	0.84	0.17	0.06
6422	0.50	0.19	0.79	0.16	0.07
6438	0.70	0.17	0.84	0.14	0.07
6453	0.65	0.14	1.08	0.14	0.07
6469	0.51	0.15	1.17	0.13	0.06
6484	0.40	0.18	1.16	0.13	0.07
6500	0.85	0.19	1.09	0.13	0.08
6516	0.94	0.19	0.85	0.12	0.07
6531	0.58	0.16	0.75	0.14	0.06
6547	0.83	0.16	0.79	0.17	0.07
6563	0.55	0.16	1.00	0.17	0.09
6578	0.79	0.17	1.05	0.17	0.07
6594	0.75	0.20	0.98	0.21	0.06
6609	0.72	0.23	1.09	0.19	0.07
6625	0.61	0.23	0.90	0.13	0.07
6641	0.83	0.24	0.96	0.14	0.06
6656	0.90	0.26	1.30	0.14	0.05
6672	0.76	0.25	1.20	0.12	0.05
6688	0.94	0.22	1.08	0.10	0.06
6703	0.68	0.20	1.20	0.11	0.06
6719	0.53	0.21	1.41	0.12	0.09
6734	0.78	0.20	1.22	0.11	0.11
6750	0.66	0.18	1.09	0.11	0.09
6766	0.62	0.19	1.30	0.10	0.07
6781	0.77	0.19	1.17	0.11	0.06
6797	0.81	0.20	1.20	0.15	0.06
6813	0.84	0.19	1.14	0.17	0.06
6828	0.95	0.19	1.21	0.16	0.06
6844	1.03	0.20	1.33	0.16	0.07
6859	0.89	0.21	1.00	0.14	0.07
6875	0.51	0.20	0.87	0.11	0.06
6891	0.62	0.20	0.95	0.11	0.07
6906	1.02	0.24	1.06	0.14	0.08
6922	0.92	0.24	0.98	0.16	0.08
6938	0.73	0.22	0.85	0.15	0.09
6953	0.70	0.23	0.94	0.16	0.09
6969	0.89	0.21	1.06	0.17	0.08
6984	0.79	0.21	1.31	0.15	0.06
7000	0.59	0.22	1.49	0.15	0.06
7016	0.63	0.22	1.34	0.19	0.06
7031	0.49	0.20	1.44	0.22	0.07
7047	0.47	0.20	1.41	0.20	0.08
7063	0.53	0.19	0.98	0.17	0.08
7078	0.58	0.18	0.91	0.14	0.07
7094	0.87	0.20	0.93	0.15	0.07
7109	1.03	0.19	0.99	0.20	0.08
7125	0.66	0.20	1.08	0.20	0.08
7141	0.57	0.20	1.41	0.18	0.08
7156	0.46	0.19	1.65	0.18	0.08
7172	0.48	0.18	1.39	0.16	0.08
7188	0.69	0.15	1.28	0.15	0.09
7203	0.95	0.14	1.09	0.17	0.07
7219	1.07	0.15	1.13	0.20	0.06
7234	1.06	0.15	1.23	0.20	0.07
7250	0.96	0.14	1.36	0.19	0.07
7266	0.89	0.17	1.10	0.21	0.06
7281	1.11	0.17	0.71	0.22	0.05
7297	1.19	0.17	0.83	0.26	0.06
7313	1.07	0.17	0.99	0.21	0.06
7328	1.06	0.16	1.02	0.14	0.06
7344	0.96	0.16	0.95	0.16	0.06
7359	0.76	0.16	0.87	0.15	0.06
7375	0.70	0.16	1.20	0.15	0.06
7391	0.83	0.18	1.41	0.16	0.06
7406	0.87	0.17	1.13	0.13	0.05
7422	1.03	0.17	1.13	0.15	0.05
7438	1.08	0.19	1.35	0.16	0.05
7453	0.82	0.15	1.51	0.17	0.05
7469	0.70	0.13	1.50	0.15	0.05
7484	0.79	0.14	1.22	0.16	0.06
7500	0.91	0.15	1.35	0.17	0.05
7516	0.79	0.16	1.43	0.19	0.05
7531	0.80	0.15	1.33	0.16	0.05
7547	0.88	0.14	0.90	0.14	0.05
7563	0.60	0.13	1.12	0.16	0.06
7578	0.75	0.16	1.18	0.13	0.06
7594	1.08	0.19	0.97	0.10	0.06
7609	0.98	0.20	0.72	0.11	0.05
7625	0.74	0.19	0.70	0.09	0.05
7641	0.66	0.22	0.58	0.10	0.06
7656	0.65	0.24	0.61	0.13	0.06
7672	0.59	0.22	0.72	0.12	0.07
7688	0.49	0.18	0.74	0.09	0.07
7703	0.64	0.17	0.69	0.10	0.06
7719	0.97	0.18	0.61	0.11	0.05
7734	1.02	0.16	0.52	0.10	0.06
7750	0.67	0.13	0.65	0.12	0.06
7766	0.38	0.12	0.57	0.12	0.06
7781	0.57	0.13	0.50	0.11	0.05
7797	0.46	0.14	0.60	0.08	0.04
7813	0.46	0.14	0.75	0.08	0.04
7828	0.62	0.14	0.77	0.10	0.05
7844	0.71	0.15	0.64	0.11	0.05
7859	0.55	0.15	0.51	0.09	0.05
7875	0.39	0.15	0.62	0.10	0.05
7891	0.48	0.13	0.63	0.10	0.05
7906	0.46	0.12	0.55	0.09	0.05
7922	0.42	0.13	0.75	0.09	0.05
7938	0.47	0.13	0.99	0.10	0.05
7953	0.55	0.12	0.94	0.09	0.05
7969	0.57	0.10	0.72	0.09	0.05
7984	0.46	0.10	0.68	0.09	0.05
8000	0.44	0.10	0.70	0.09	0.05
0.00000	0.00000	0.00000	0.00000	0.00000	
